territory_code,royalty_period,payee_account_id,deal_id,line_id,payee_id,tango_work_code,source_work_id,source_territory,tango_income_type,composer,source_income_type,statement_id,deal_scope_id,processing_territory,distribution_start,distribution_end,income_provider_id,income_provider_name,exploitation_territory_code,exploitation_territory_name,exploitation_source,product_description,units,amount_received,apportion_share_percentage,statement_line_rate,rate_percentage,rate_application_method_code,amount_paid,tax_rate,withholding_tax,amount_paid_less_tax,distribution_start_short,distribution_end_short,processing_territory_name,source_territory_name,deal_contract_brief_number,deal_scope_name,deal_contracting_parties,tango_income_type_name,tango_income_type_group_name,tango_work_title,creator_names
752,202101202106,5fc31e4b-a649-40c3-b8d3-250f5835454c,7a3d5bf4-567d-4fb8-8252-de7e140e4c48,8a96eae1-88f5-4d9d-a2be-8c22de3669c3,4a231511-3e2c-4341-abe1-46f0c295dafd,WW 008977019 00,6224454,826,DSMC,LINDAL,SDIGM,24548,37f402af-05d4-483f-933d-1a48650601cc,752,202004,202006,849e8404-0cf1-471b-d01c-faafd8e19f4b,"STIM DIRECT - UK, EIRE",826,UNITED KINGDO,Spotify Student Europa Mek.,,225,0.73,100,100,60,SOURCE,0.438,0,0,0.438,20/04,20/06,Sweden,United Kingdom,163326,"SE 100413256 LINDAL, LISA","LINDAL, LISA JOHANNA",Streaming Mechanical,Digital Mechanical,WHY AM I HERE,"LINDAL, LISA JOHANNA"
752,202101202106,5fc31e4b-a649-40c3-b8d3-250f5835454c,7a3d5bf4-567d-4fb8-8252-de7e140e4c48,3920ecc8-069e-42ec-b68b-5ce296278a15,4a231511-3e2c-4341-abe1-46f0c295dafd,WW 008977019 00,6224454,826,DSPF,LINDAL,SDIGP,24548,37f402af-05d4-483f-933d-1a48650601cc,752,202004,202006,849e8404-0cf1-471b-d01c-faafd8e19f4b,"STIM DIRECT - UK, EIRE",826,UNITED KINGDO,Spotify Family Europa Utf.,,997,2.7,100,100,20,SOURCE,0.54,0,0,0.54,20/04,20/06,Sweden,United Kingdom,163326,"SE 100413256 LINDAL, LISA","LINDAL, LISA JOHANNA",Streaming Performance,Digital Performance,WHY AM I HERE,"LINDAL, LISA JOHANNA"
752,202101202106,5fc31e4b-a649-40c3-b8d3-250f5835454c,7a3d5bf4-567d-4fb8-8252-de7e140e4c48,f46f1979-7fad-476f-949c-409a708ee350,4a231511-3e2c-4341-abe1-46f0c295dafd,WW 008977019 00,6224454,826,DSPF,LINDAL,SDIGP,24548,37f402af-05d4-483f-933d-1a48650601cc,752,202004,202006,849e8404-0cf1-471b-d01c-faafd8e19f4b,"STIM DIRECT - UK, EIRE",826,UNITED KINGDO,Spotify Free Europa Utf.,,1037,0.69,100,100,20,SOURCE,0.138,0,0,0.138,20/04,20/06,Sweden,United Kingdom,163326,"SE 100413256 LINDAL, LISA","LINDAL, LISA JOHANNA",Streaming Performance,Digital Performance,WHY AM I HERE,"LINDAL, LISA JOHANNA"
752,202101202106,5fc31e4b-a649-40c3-b8d3-250f5835454c,7a3d5bf4-567d-4fb8-8252-de7e140e4c48,072619a3-2405-4790-9264-d469dcef3a27,4a231511-3e2c-4341-abe1-46f0c295dafd,WW 008977019 00,6224454,826,DSPF,LINDAL,SDIGP,24548,37f402af-05d4-483f-933d-1a48650601cc,752,202004,202006,849e8404-0cf1-471b-d01c-faafd8e19f4b,"STIM DIRECT - UK, EIRE",826,UNITED KINGDO,Spotify Premium Europa Utf.,,1292,5.72,100,100,20,SOURCE,1.144,0,0,1.144,20/04,20/06,Sweden,United Kingdom,163326,"SE 100413256 LINDAL, LISA","LINDAL, LISA JOHANNA",Streaming Performance,Digital Performance,WHY AM I HERE,"LINDAL, LISA JOHANNA"
752,202101202106,5fc31e4b-a649-40c3-b8d3-250f5835454c,7a3d5bf4-567d-4fb8-8252-de7e140e4c48,4a8229c8-4e52-4e30-85e6-e0c56bb258f7,4a231511-3e2c-4341-abe1-46f0c295dafd,WW 008977019 00,6224454,826,DSPF,LINDAL,SDIGP,24548,37f402af-05d4-483f-933d-1a48650601cc,752,202004,202006,849e8404-0cf1-471b-d01c-faafd8e19f4b,"STIM DIRECT - UK, EIRE",826,UNITED KINGDO,Spotify Student Europa Utf.,,225,0.37,100,100,20,SOURCE,0.074,0,0,0.074,20/04,20/06,Sweden,United Kingdom,163326,"SE 100413256 LINDAL, LISA","LINDAL, LISA JOHANNA",Streaming Performance,Digital Performance,WHY AM I HERE,"LINDAL, LISA JOHANNA"
752,202101202106,5fc31e4b-a649-40c3-b8d3-250f5835454c,7a3d5bf4-567d-4fb8-8252-de7e140e4c48,e142fbac-bffd-4c86-beb0-be8b15e1a44d,4a231511-3e2c-4341-abe1-46f0c295dafd,WW 008977019 00,6224454,250,DSMC,LINDAL,SDIGM,24549,37f402af-05d4-483f-933d-1a48650601cc,752,202004,202006,2d2ebf87-90ea-4399-d0b6-443ec97d7322,STIM DIRECT - FRANCE,250,FRANC,Spotify Family Europa Mek.,,516,3.45,100,100,60,SOURCE,2.07,0,0,2.07,20/04,20/06,Sweden,France,163326,"SE 100413256 LINDAL, LISA","LINDAL, LISA JOHANNA",Streaming Mechanical,Digital Mechanical,WHY AM I HERE,"LINDAL, LISA JOHANNA"
752,202101202106,5fc31e4b-a649-40c3-b8d3-250f5835454c,7a3d5bf4-567d-4fb8-8252-de7e140e4c48,4248f624-d79a-4d78-8c2b-93e474d42ece,4a231511-3e2c-4341-abe1-46f0c295dafd,WW 008977019 00,6224454,250,DSMC,LINDAL,SDIGM,24549,37f402af-05d4-483f-933d-1a48650601cc,752,202004,202006,2d2ebf87-90ea-4399-d0b6-443ec97d7322,STIM DIRECT - FRANCE,250,FRANC,Spotify Free Europa Mek.,,489,0.2,100,100,60,SOURCE,0.12,0,0,0.12,20/04,20/06,Sweden,France,163326,"SE 100413256 LINDAL, LISA","LINDAL, LISA JOHANNA",Streaming Mechanical,Digital Mechanical,WHY AM I HERE,"LINDAL, LISA JOHANNA"
752,202101202106,5fc31e4b-a649-40c3-b8d3-250f5835454c,7a3d5bf4-567d-4fb8-8252-de7e140e4c48,68b3f7ea-a062-4fd2-8812-4b85e3fa882d,4a231511-3e2c-4341-abe1-46f0c295dafd,WW 008977019 00,6224454,250,DSMC,LINDAL,SDIGM,24549,37f402af-05d4-483f-933d-1a48650601cc,752,202004,202006,2d2ebf87-90ea-4399-d0b6-443ec97d7322,STIM DIRECT - FRANCE,250,FRANC,Spotify Premium Europa Mek.,,450,4.54,100,100,60,SOURCE,2.724,0,0,2.724,20/04,20/06,Sweden,France,163326,"SE 100413256 LINDAL, LISA","LINDAL, LISA JOHANNA",Streaming Mechanical,Digital Mechanical,WHY AM I HERE,"LINDAL, LISA JOHANNA"
752,202101202106,5fc31e4b-a649-40c3-b8d3-250f5835454c,7a3d5bf4-567d-4fb8-8252-de7e140e4c48,d605804f-1052-44f4-87f6-8dff91033f2c,4a231511-3e2c-4341-abe1-46f0c295dafd,WW 008977019 00,6224454,250,DSMC,LINDAL,SDIGM,24549,37f402af-05d4-483f-933d-1a48650601cc,752,202004,202006,2d2ebf87-90ea-4399-d0b6-443ec97d7322,STIM DIRECT - FRANCE,250,FRANC,Spotify Student Europa Mek.,,87,0.36,100,100,60,SOURCE,0.216,0,0,0.216,20/04,20/06,Sweden,France,163326,"SE 100413256 LINDAL, LISA","LINDAL, LISA JOHANNA",Streaming Mechanical,Digital Mechanical,WHY AM I HERE,"LINDAL, LISA JOHANNA"
752,202101202106,5fc31e4b-a649-40c3-b8d3-250f5835454c,7a3d5bf4-567d-4fb8-8252-de7e140e4c48,1d098398-f0f5-4964-9db9-7f3d22b82cd3,4a231511-3e2c-4341-abe1-46f0c295dafd,WW 008977019 00,6224454,250,DSPF,LINDAL,SDIGP,24549,37f402af-05d4-483f-933d-1a48650601cc,752,202004,202006,2d2ebf87-90ea-4399-d0b6-443ec97d7322,STIM DIRECT - FRANCE,250,FRANC,Spotify Family Europa Utf.,,516,0.57,100,100,20,SOURCE,0.114,0,0,0.114,20/04,20/06,Sweden,France,163326,"SE 100413256 LINDAL, LISA","LINDAL, LISA JOHANNA",Streaming Performance,Digital Performance,WHY AM I HERE,"LINDAL, LISA JOHANNA"
752,202101202106,5fc31e4b-a649-40c3-b8d3-250f5835454c,7a3d5bf4-567d-4fb8-8252-de7e140e4c48,9f4a7528-1135-4c82-acb7-ae0f50e4a751,4a231511-3e2c-4341-abe1-46f0c295dafd,WW 008977019 00,6224454,250,DSPF,LINDAL,SDIGP,24549,37f402af-05d4-483f-933d-1a48650601cc,752,202004,202006,2d2ebf87-90ea-4399-d0b6-443ec97d7322,STIM DIRECT - FRANCE,250,FRANC,Spotify Free Europa Utf.,,489,0.1,100,100,20,SOURCE,0.02,0,0,0.02,20/04,20/06,Sweden,France,163326,"SE 100413256 LINDAL, LISA","LINDAL, LISA JOHANNA",Streaming Performance,Digital Performance,WHY AM I HERE,"LINDAL, LISA JOHANNA"
752,202101202106,5fc31e4b-a649-40c3-b8d3-250f5835454c,7a3d5bf4-567d-4fb8-8252-de7e140e4c48,68502c0f-b910-4f8e-bfe2-bd9fa26021de,4a231511-3e2c-4341-abe1-46f0c295dafd,WW 008977019 00,6224454,250,DSPF,LINDAL,SDIGP,24549,37f402af-05d4-483f-933d-1a48650601cc,752,202004,202006,2d2ebf87-90ea-4399-d0b6-443ec97d7322,STIM DIRECT - FRANCE,250,FRANC,Spotify Premium Europa Utf.,,450,0.76,100,100,20,SOURCE,0.152,0,0,0.152,20/04,20/06,Sweden,France,163326,"SE 100413256 LINDAL, LISA","LINDAL, LISA JOHANNA",Streaming Performance,Digital Performance,WHY AM I HERE,"LINDAL, LISA JOHANNA"
752,202101202106,5fc31e4b-a649-40c3-b8d3-250f5835454c,7a3d5bf4-567d-4fb8-8252-de7e140e4c48,cee0b063-80ce-494c-98ec-060eaddc19d6,4a231511-3e2c-4341-abe1-46f0c295dafd,WW 008977019 00,6224454,250,DSPF,LINDAL,SDIGP,24549,37f402af-05d4-483f-933d-1a48650601cc,752,202004,202006,2d2ebf87-90ea-4399-d0b6-443ec97d7322,STIM DIRECT - FRANCE,250,FRANC,Spotify Student Europa Utf.,,87,0.06,100,100,20,SOURCE,0.012,0,0,0.012,20/04,20/06,Sweden,France,163326,"SE 100413256 LINDAL, LISA","LINDAL, LISA JOHANNA",Streaming Performance,Digital Performance,WHY AM I HERE,"LINDAL, LISA JOHANNA"
752,202101202106,5fc31e4b-a649-40c3-b8d3-250f5835454c,7a3d5bf4-567d-4fb8-8252-de7e140e4c48,dd210549-5778-4280-ab3b-62be681014b4,4a231511-3e2c-4341-abe1-46f0c295dafd,WW 008977019 00,6224454,56,DSMC,LINDAL,SDIGM,24550,37f402af-05d4-483f-933d-1a48650601cc,752,202004,202006,e717423d-e2e3-48d6-ef08-e4b946123bc2,STIM DIRECT - BELGIUM,56,BELGIU,Spotify Family Europa Mek.,,108,0.28,100,100,60,SOURCE,0.168,0,0,0.168,20/04,20/06,Sweden,Belgium,163326,"SE 100413256 LINDAL, LISA","LINDAL, LISA JOHANNA",Streaming Mechanical,Digital Mechanical,WHY AM I HERE,"LINDAL, LISA JOHANNA"
752,202101202106,5fc31e4b-a649-40c3-b8d3-250f5835454c,7a3d5bf4-567d-4fb8-8252-de7e140e4c48,033b5df0-06b7-4515-aa21-529b27e7defc,4a231511-3e2c-4341-abe1-46f0c295dafd,WW 008977019 00,6224454,56,DSMC,LINDAL,SDIGM,24550,37f402af-05d4-483f-933d-1a48650601cc,752,202004,202006,e717423d-e2e3-48d6-ef08-e4b946123bc2,STIM DIRECT - BELGIUM,56,BELGIU,Spotify Free Europa Mek.,,95,0.02,100,100,60,SOURCE,0.012,0,0,0.012,20/04,20/06,Sweden,Belgium,163326,"SE 100413256 LINDAL, LISA","LINDAL, LISA JOHANNA",Streaming Mechanical,Digital Mechanical,WHY AM I HERE,"LINDAL, LISA JOHANNA"
752,202101202106,5fc31e4b-a649-40c3-b8d3-250f5835454c,7a3d5bf4-567d-4fb8-8252-de7e140e4c48,068aa76d-7add-4475-acef-8e8f2c5491dd,4a231511-3e2c-4341-abe1-46f0c295dafd,WW 008977019 00,6224454,56,DSMC,LINDAL,SDIGM,24550,37f402af-05d4-483f-933d-1a48650601cc,752,202004,202006,e717423d-e2e3-48d6-ef08-e4b946123bc2,STIM DIRECT - BELGIUM,56,BELGIU,Spotify Premium Europa Mek.,,29,0.13,100,100,60,SOURCE,0.078,0,0,0.078,20/04,20/06,Sweden,Belgium,163326,"SE 100413256 LINDAL, LISA","LINDAL, LISA JOHANNA",Streaming Mechanical,Digital Mechanical,WHY AM I HERE,"LINDAL, LISA JOHANNA"
752,202101202106,5fc31e4b-a649-40c3-b8d3-250f5835454c,7a3d5bf4-567d-4fb8-8252-de7e140e4c48,00bb04ec-396a-49d4-b5b2-d8a17367afcc,4a231511-3e2c-4341-abe1-46f0c295dafd,WW 008977019 00,6224454,56,DSPF,LINDAL,SDIGP,24550,37f402af-05d4-483f-933d-1a48650601cc,752,202004,202006,e717423d-e2e3-48d6-ef08-e4b946123bc2,STIM DIRECT - BELGIUM,56,BELGIU,Spotify Family Europa Utf.,,108,0.28,100,100,20,SOURCE,0.056,0,0,0.056,20/04,20/06,Sweden,Belgium,163326,"SE 100413256 LINDAL, LISA","LINDAL, LISA JOHANNA",Streaming Performance,Digital Performance,WHY AM I HERE,"LINDAL, LISA JOHANNA"
752,202101202106,5fc31e4b-a649-40c3-b8d3-250f5835454c,7a3d5bf4-567d-4fb8-8252-de7e140e4c48,fb337680-fd91-4b88-bd13-7eb62944bb95,4a231511-3e2c-4341-abe1-46f0c295dafd,WW 008977019 00,6224454,56,DSPF,LINDAL,SDIGP,24550,37f402af-05d4-483f-933d-1a48650601cc,752,202004,202006,e717423d-e2e3-48d6-ef08-e4b946123bc2,STIM DIRECT - BELGIUM,56,BELGIU,Spotify Free Europa Utf.,,95,0.02,100,100,20,SOURCE,0.004,0,0,0.004,20/04,20/06,Sweden,Belgium,163326,"SE 100413256 LINDAL, LISA","LINDAL, LISA JOHANNA",Streaming Performance,Digital Performance,WHY AM I HERE,"LINDAL, LISA JOHANNA"
752,202101202106,5fc31e4b-a649-40c3-b8d3-250f5835454c,7a3d5bf4-567d-4fb8-8252-de7e140e4c48,670f333c-a77b-4098-8652-8c30784b847e,4a231511-3e2c-4341-abe1-46f0c295dafd,WW 008977019 00,6224454,56,DSPF,LINDAL,SDIGP,24550,37f402af-05d4-483f-933d-1a48650601cc,752,202004,202006,e717423d-e2e3-48d6-ef08-e4b946123bc2,STIM DIRECT - BELGIUM,56,BELGIU,Spotify Premium Europa Utf.,,29,0.13,100,100,20,SOURCE,0.026,0,0,0.026,20/04,20/06,Sweden,Belgium,163326,"SE 100413256 LINDAL, LISA","LINDAL, LISA JOHANNA",Streaming Performance,Digital Performance,WHY AM I HERE,"LINDAL, LISA JOHANNA"
